author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground;residential_complex
Дмитрий Вартанов;realtor;https://www.cian.ru/rent/flat/302502764/;Москва;rent;flat;6;17;1;42.7;45000;0;; Липовый Парк;9;Коммунарка;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302312308/;Москва;rent;flat;8;14;1;50.0;45000;0;Южное Медведково;проезд Дежнева;8;Бабушкинская;
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/302179256/;Москва;rent;flat;6;16;1;37.0;45000;0;Зябликово; Мусы Джалиля;27К2;Шипиловская;
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/295020898/;Москва;rent;flat;5;18;1;40.0;45000;0;Бирюлево Восточное;6-я Радиальная ;7/6к3;Царицыно;
Елена Закора;realtor;https://www.cian.ru/rent/flat/301846464/;Москва;rent;flat;16;16;1;45.0;45000;0;Ярославский;Ярославское шоссе;116К2;ВДНХ;
Ильнур Якупов;realtor;https://www.cian.ru/rent/flat/290059356/;Москва;rent;flat;2;9;1;33.0;45000;0;Нагатинский затон;проспект Андропова;33К2;Коломенская;
ПРЕСТИЖ;real_estate_agent;https://www.cian.ru/rent/flat/302270997/;Москва;rent;flat;3;17;1;43.0;45000;0;Черемушки;Новочеремушкинская ;50К3;Новые Черёмушки;
Сердце Столицы;real_estate_agent;https://www.cian.ru/rent/flat/302214210/;Москва;rent;flat;8;9;1;45.0;45000;0;Текстильщики;Грайвороновская ;16К3;Текстильщики;
Иван Музалевский;realtor;https://www.cian.ru/rent/flat/301868121/;Москва;rent;flat;4;16;1;47.5;45000;0;Сокол; Зорге;34;Панфиловская;
Елена Крючкова;realtor;https://www.cian.ru/rent/flat/300902422/;Москва;rent;flat;5;9;1;35.0;45000;0;Гольяново;Уральская ;4;Щёлковская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302483029/;Москва;rent;flat;2;17;1;45.0;45000;0;Митино; Барышиха;20;Митино;
Ирина Григорьева;realtor;https://www.cian.ru/rent/flat/302493825/;Москва;rent;flat;3;9;1;37.0;45000;0;Западное Дегунино;Коровинское шоссе;3К1;Селигерская;
Ирина Григорьева;realtor;https://www.cian.ru/rent/flat/302493229/;Москва;rent;flat;3;15;1;38.0;45000;0;Бескудниковский;Селигерская ;18к3;Селигерская;
Континент-Н;real_estate_agent;https://www.cian.ru/rent/flat/280166089/;Москва;rent;flat;1;9;1;36.5;45000;0;Можайский;Вяземская ;5;Сетунь;
БРАЙТХОУМ;real_estate_agent;https://www.cian.ru/rent/flat/302431653/;Москва;rent;flat;9;14;1;38.0;45000;0;Кунцево;Истринская ;10К2;Кунцевская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302298152/;Москва;rent;flat;10;18;1;30.0;45000;0;Останкинский;Березовая аллея;19к2;Ботанический сад;
ДИАЛЬ-НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/302491055/;Москва;rent;flat;2;12;1;33.0;45000;0;Останкинский; Цандера;7;Улица Академика Королёва;
Елена Дмитриева;realtor;https://www.cian.ru/rent/flat/301597971/;Москва;rent;flat;6;9;1;35.0;45000;0;Преображенское;Знаменская ;21;Преображенская площадь;
Инна Антипова;realtor;https://www.cian.ru/rent/flat/276487458/;Москва;rent;flat;6;14;1;40.0;45000;0;Преображенское;Просторная ;14К1;Бульвар Рокоссовского;
Елена Кортукова;realtor;https://www.cian.ru/rent/flat/285641482/;Москва;rent;flat;5;12;1;39.7;45000;0;Марьино;Луговой проезд;7;Марьино;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/300927685/;Москва;rent;flat;5;5;1;20.0;45000;0;Марфино;Гостиничная ;12К6;Окружная;
Самолет Плюс;real_estate_agent;https://www.cian.ru/rent/flat/302120893/;Москва;rent;flat;12;15;1;32.0;45000;0;; Василия Ощепкова;2;Коммунарка;
Вячеслав Полонский;realtor;https://www.cian.ru/rent/flat/301832086/;Москва;rent;flat;4;9;1;41.5;45000;0;Северный;бульвар Академика Ландау;3;Физтех;
Градсити;real_estate_agent;https://www.cian.ru/rent/flat/302169624/;Москва;rent;flat;13;16;1;38.0;45000;0;Лианозово;Новгородская ;14;Алтуфьево;
ВЕРШИНА;real_estate_agent;https://www.cian.ru/rent/flat/302212994/;Москва;rent;flat;3;19;1;38.0;45000;0;Южное Медведково;Ясный проезд;32к1;Медведково;
Татьяна Можайская;realtor;https://www.cian.ru/rent/flat/301833051/;Москва;rent;flat;5;17;1;37.6;45000;0;; Летчика Грицевца;11;Пыхтино;
EMPIRE HOME;real_estate_agent;https://www.cian.ru/rent/flat/302461403/;Москва;rent;flat;2;16;1;36.0;45000;0;Тропарево-Никулино; 26 Бакинских Комиссаров;10;Юго-Западная;
Олег Гапонов;realtor;https://www.cian.ru/rent/flat/302482124/;Москва;rent;flat;1;12;1;34.0;45000;0;Бирюлево Западное;Медынская ;5К2;Пражская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302183259/;Москва;rent;flat;2;5;1;28.0;45000;0;Покровское-Стрешнево;Волоколамское шоссе;116с3;Трикотажная;
Анжелика Давидова;realtor;https://www.cian.ru/rent/flat/302480339/;Москва;rent;flat;6;12;1;36.0;45000;0;Котловка; Винокурова;17К3;Крымская;
Иван Музалевский;realtor;https://www.cian.ru/rent/flat/293737610/;Москва;rent;flat;3;12;1;38.4;45000;0;Гольяново;Уральская ;13;Щёлковская;
Павел Гринько;realtor;https://www.cian.ru/rent/flat/298082332/;Москва;rent;flat;5;9;1;36.0;45000;0;Сокольники; Шумкина;15;Сокольники;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302400100/;Москва;rent;flat;5;9;1;33.0;45000;0;Солнцево;Солнцевский проспект;34;Говорово;
Егор Реутов;realtor;https://www.cian.ru/rent/flat/302116871/;Москва;rent;flat;1;16;1;36.0;45000;0;Чертаново Южное;Варшавское шоссе;154К3;Аннино;
Юлия Разумовская;realtor;https://www.cian.ru/rent/flat/291362181/;Москва;rent;flat;2;5;1;30.0;45000;0;Бабушкинский;Ленская ;2/21;Бабушкинская;
Екатерина Красивская;realtor;https://www.cian.ru/rent/flat/302156246/;Москва;rent;flat;10;12;1;38.0;45000;0;Гольяново;Новосибирская ;3;Щёлковская;
ОХОТНЫЙ РЯД офис Тверская;real_estate_agent;https://www.cian.ru/rent/flat/302024694/;Москва;rent;flat;6;20;1;37.0;45000;0;Северное Медведково; Грекова;22;Медведково;
Роман Соколов;realtor;https://www.cian.ru/rent/flat/244221336/;Москва;rent;flat;9;17;1;37.0;45000;0;Покровское-Стрешнево;Волоколамское шоссе;41к1;Щукинская;
Парус;real_estate_agent;https://www.cian.ru/rent/flat/302234814/;Москва;rent;flat;11;12;1;38.0;45000;0;Кунцево;Полоцкая ;29К2;Молодёжная;
Достижение;real_estate_agent;https://www.cian.ru/rent/flat/279698322/;Москва;rent;flat;8;9;1;33.0;45000;0;Котловка;Нагорная ;9к1;Нагорная;
Аркадий Николаевич Алексеев;realtor;https://www.cian.ru/rent/flat/302450619/;Москва;rent;flat;5;12;1;40.0;45000;0;Ховрино;Клинская ;4К1;Грачёвская;
Артем Дроздов;realtor;https://www.cian.ru/rent/flat/302450421/;Москва;rent;flat;9;12;1;39.6;45000;0;Крюково;проспект Георгиевский;33Ак4;Зеленоград — Крюково;
Сергей Петров;realtor;https://www.cian.ru/rent/flat/301998061/;Москва;rent;flat;9;9;1;35.0;45000;0;Вешняки; Молдагуловой;22К2;Выхино;
Экселент Риэлти;real_estate_agent;https://www.cian.ru/rent/flat/291735438/;Москва;rent;flat;16;17;1;38.0;45000;0;Выхино-Жулебино;Рязанский проспект;60К4;Рязанский проспект;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/301905358/;Москва;rent;flat;1;5;1;32.0;45000;0;Южнопортовый; Мельникова;23;Пролетарская;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/301907052/;Москва;rent;flat;5;5;1;32.0;45000;0;Кунцево;Бобруйская ;18К3;Молодёжная;
Вячеслав Гордеев;realtor;https://www.cian.ru/rent/flat/254137917/;Москва;rent;flat;4;5;1;42.3;45000;0;Сокольники; Стромынка;14К1;Сокольники;
Престиж Group;real_estate_agent;https://www.cian.ru/rent/flat/302435845/;Москва;rent;flat;1;9;1;32.0;45000;0;Северное Медведково;Студеный проезд;30;Медведково;
Евгений Борисов;realtor;https://www.cian.ru/rent/flat/278988400/;Москва;rent;flat;11;17;1;38.0;45000;0;Таганский;Рабочая ;6К1;Римская;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302435027/;Москва;rent;flat;2;25;1;34.0;45000;0;Митино;Митинская ;53;Пятницкое шоссе;
Вартан Вартанян;realtor;https://www.cian.ru/rent/flat/301642617/;Москва;rent;flat;2;16;1;35.0;45000;0;Выхино-Жулебино;Самаркандский бульвар;8К2;Юго-Восточная;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302315356/;Москва;rent;flat;24;33;1;25.0;45000;0;Нижегородский;Новохохловская ;15к3;Калитники;
Валерия  Володина;realtor;https://www.cian.ru/rent/flat/196531192/;Москва;rent;flat;3;12;1;38.0;45000;0;Отрадное; Декабристов;22;Отрадное;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/300064374/;Москва;rent;flat;2;14;1;35.0;45000;0;Хорошево-Мневники; Паршина;35к1;Народное Ополчение;
Тимур Илалов;realtor;https://www.cian.ru/rent/flat/301941301/;Москва;rent;flat;4;12;1;35.0;45000;0;Северное Тушино; Свободы;73К1;Планерная;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/301270713/;Москва;rent;flat;9;12;1;33.0;45000;0;Зябликово;Ореховый проезд;35К1;Шипиловская;
Территория дела;real_estate_agent;https://www.cian.ru/rent/flat/301963317/;Москва;rent;flat;6;9;1;36.0;45000;0;Проспект Вернадского; Лобачевского;16;Проспект Вернадского;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302401848/;Москва;rent;flat;2;12;1;32.0;45000;0;Головинский;Онежская ;12К2;Коптево;
Оксана Серафимова;realtor;https://www.cian.ru/rent/flat/242500545/;Москва;rent;flat;1;9;1;40.0;45000;0;Северное Тушино; Свободы;81К2;Планерная;
HomeBerry Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/274148117/;Москва;rent;flat;1;5;1;31.0;45000;0;Щукино; Маршала Новикова;8К1;Щукинская;
Парус;real_estate_agent;https://www.cian.ru/rent/flat/302393182/;Москва;rent;flat;9;17;1;42.0;45000;0;Нагатинский затон;проспект Андропова;13/32;Коломенская;
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/rent/flat/301893050/;Москва;rent;flat;9;9;1;34.0;45000;0;Ярославский;Лосевская ;1К1;Медведково;
Ирина Стогний;realtor;https://www.cian.ru/rent/flat/301782500/;Москва;rent;flat;10;15;1;38.5;45000;0;Зябликово;Ореховый бульвар;59К2;Красногвардейская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302228079/;Москва;rent;flat;11;12;1;40.0;45000;0;Кунцево;Полоцкая ;29К2;Молодёжная;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302275536/;Москва;rent;flat;9;9;1;40.0;45000;0;Можайский;Можайское шоссе;20К1;Рабочий посёлок;
Александра Мирошниченко;realtor;https://www.cian.ru/rent/flat/302293840/;Москва;rent;flat;2;14;1;40.0;45000;0;Даниловский;Восточная ;13;Автозаводская;
